SIGLA_UF;CODIGO_CARGO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;COD_SITUACAO_CANDIDATURA;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;CODIGO_LEGENDA;CODIGO_OCUPACAO;DESCRICAO_OCUPACAO;IDADE_DATA_ELEICAO;CODIGO_SEXO;DESCRICAO_SEXO;COD_GRAU_INSTRUCAO;DESCRICAO_GRAU_INSTRUCAO;CODIGO_ESTADO_CIVIL;DESCRICAO_ESTADO_CIVIL;CODIGO_COR_RACA;DESCRICAO_COR_RACA;CODIGO_NACIONALIDADE;DESCRICAO_NACIONALIDADE;DESPESA_MAX_CAMPANHA;COD_SIT_TOT_TURNO;DESC_SIT_TOT_TURNO;VALOR_BEM;VALOR_RECEITA
MS;7;DEPUTADO ESTADUAL;FRANCISCO MILIT«O SAMPAIO;1.2E+11;2;DEFERIDO;36;1.2E+11;606;TRABALHADOR RURAL;53;2;MASCULINO;5;ENSINO MêDIO INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;37000;13500
MS;7;DEPUTADO ESTADUAL;YOSICHICO TOMARI;1.2E+11;2;DEFERIDO;36;1.2E+11;395;BANCµRIO E ECONOMIµRIO;67;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);4;AMARELA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;1869206.56;9000
MS;7;DEPUTADO ESTADUAL;JO«O BATISTA DOS SANTOS;1.2E+11;2;DEFERIDO;13;1.2E+11;131;ADVOGADO;54;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;141461.76;623130.51
MS;6;DEPUTADO FEDERAL;ODAIR JOSê BORTOLOTI;1.2E+11;2;DEFERIDO;31;1.2E+11;131;ADVOGADO;55;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;81021.4;20300
MS;7;DEPUTADO ESTADUAL;PAULO RENATO DOLZAN;1.2E+11;2;DEFERIDO;19;1.2E+11;131;ADVOGADO;67;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;1430120;62550
MS;7;DEPUTADO ESTADUAL;ARLINDO ABREU DE FRANÄA;1.2E+11;2;DEFERIDO;19;1.2E+11;258;BOMBEIRO MILITAR;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;178000;3339.9
MS;7;DEPUTADO ESTADUAL;JOSIMAR ANTONIO BARBOSA DE MELO;1.2E+11;2;DEFERIDO;40;1.2E+11;602;PECUARISTA;47;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;893168;14150
MS;7;DEPUTADO ESTADUAL;HERCULANO BORGES DANIEL;1.2E+11;2;DEFERIDO;77;1.2E+11;278;VEREADOR;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;862174.41;567132.33
MS;7;DEPUTADO ESTADUAL;JO«O BOSCO DE CASTRO MARTINS;1.2E+11;2;DEFERIDO;55;1.2E+11;171;JORNALISTA E REDATOR;57;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;5;SUPLENTE;382422.29;119763.66
MS;7;DEPUTADO ESTADUAL;MARIA CECILIA AMENDOLA DA MOTTA;1.2E+11;2;DEFERIDO;45;1.2E+11;230;PEDAGOGO;62;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;168975.7;81400.5
MS;6;DEPUTADO FEDERAL;GERALDO SALES;1.2E+11;2;DEFERIDO;45;1.2E+11;999;OUTROS;51;2;MASCULINO;5;ENSINO MêDIO INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;428000;105863
MS;7;DEPUTADO ESTADUAL;GLEIBE ROSA MAXIMO;1.2E+11;2;DEFERIDO;33;1.2E+11;257;EMPRESµRIO;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;4154747.47;162670.39
MS;6;DEPUTADO FEDERAL;DANIEL VALDEZ GODOY;1.2E+11;2;DEFERIDO;25;1.2E+11;169;COMERCIANTE;52;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;175214.52;42090.5
MS;6;DEPUTADO FEDERAL;LUIZ HENRIQUE MANDETTA;1.2E+11;2;DEFERIDO;25;1.2E+11;111;MêDICO;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;634577.54;2114755.74
MS;7;DEPUTADO ESTADUAL;HILTON VILLASANTI ROMERO;1.2E+11;2;DEFERIDO;45;1.2E+11;233;POLICIAL MILITAR;53;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;530000;18253
MS;7;DEPUTADO ESTADUAL;MARCIA APARECIDA PEREIRA DOS SANTOS BORNIA;1.2E+11;2;DEFERIDO;31;1.2E+11;257;EMPRESµRIO;48;4;FEMININO;7;SUPERIOR INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;62200;13450
MS;7;DEPUTADO ESTADUAL;IDEVALDO CLAUDINO DA SILVA;1.2E+11;2;DEFERIDO;13;1.2E+11;278;VEREADOR;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;380355.21;220710.47
MS;7;DEPUTADO ESTADUAL;MARIA ROSANA RODRIGUES PINTO GAMA;1.2E+11;2;DEFERIDO;13;1.2E+11;265;PROFESSOR DE ENSINO FUNDAMENTAL;49;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;114227.03;75244.28
MS;7;DEPUTADO ESTADUAL;DOMINGOS JESUS DE SOUZA;1.2E+11;2;DEFERIDO;77;1.2E+11;999;OUTROS;52;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;205000;16117.25
MS;6;DEPUTADO FEDERAL;ANT‚NIO CEZAR SANTOS SABATEL;1.2E+11;2;DEFERIDO;55;1.2E+11;111;MêDICO;57;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;360000;134525
MS;6;DEPUTADO FEDERAL;ALIR TERRA LIMA;1.2E+11;2;DEFERIDO;22;1.2E+11;131;ADVOGADO;59;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);2;PRETA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;1053961.97;364582.85
MS;7;DEPUTADO ESTADUAL;MARIA BENEDITA GARCIA LEITE;1.2E+11;2;DEFERIDO;54;1.2E+11;257;EMPRESµRIO;49;4;FEMININO;4;ENSINO FUNDAMENTAL COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;37500;5016
MS;7;DEPUTADO ESTADUAL;NAIR MEL FERREIRA DE OLIVEIRA;1.2E+11;2;DEFERIDO;55;1.2E+11;999;OUTROS;44;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;5;SUPLENTE;214000;23675
MS;7;DEPUTADO ESTADUAL;CLAUDECIR SANTOS CELERI;1.2E+11;2;DEFERIDO;27;1.2E+11;169;COMERCIANTE;55;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;10000;12690
MS;7;DEPUTADO ESTADUAL;JOSê ANCELMO DOS SANTOS;1.2E+11;2;DEFERIDO;40;1.2E+11;923;APOSENTADO (EXCETO SERVIDOR PÈBLICO);70;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;1896647.51;323295.95
MS;7;DEPUTADO ESTADUAL;GRAZIELLE SALGADO MACHADO;1.2E+11;2;DEFERIDO;22;1.2E+11;278;VEREADOR;33;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;864427.13;1185569.23
MS;7;DEPUTADO ESTADUAL;JOSê ALCEU PADILHA BUENO;1.2E+11;2;DEFERIDO;17;1.2E+11;278;VEREADOR;53;2;MASCULINO;5;ENSINO MêDIO INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;207114.81;419327
MS;7;DEPUTADO ESTADUAL;ONEVAN JOSê DE MATOS;1.2E+11;2;DEFERIDO;45;1.2E+11;277;DEPUTADO;71;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;3;ELEITO POR MêDIA;4973669.34;820208.86
MS;6;DEPUTADO FEDERAL;ROSANA DE FµTIMA MOREIRA;1.2E+11;2;DEFERIDO;33;1.2E+11;243;TêCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);52;4;FEMININO;6;ENSINO MêDIO COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;42000;15612.4
MS;7;DEPUTADO ESTADUAL;GENIVALDA PEREIRA FERREIRA;1.2E+11;2;DEFERIDO;36;1.2E+11;170;COMERCIµRIO;53;4;FEMININO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;200000;18700
MS;7;DEPUTADO ESTADUAL;LIDIO NOGUEIRA LOPES;1.2E+11;2;DEFERIDO;51;1.2E+11;277;DEPUTADO;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;2;ELEITO POR QP;550000;207195
MS;7;DEPUTADO ESTADUAL;ELIZEU GONCALVES DE OLIVEIRA;1.2E+11;2;DEFERIDO;11;1.2E+11;257;EMPRESµRIO;43;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;4;N«O ELEITO;106190.48;6583.8
MS;7;DEPUTADO ESTADUAL;PAULO JOSê ARAUJO CORREA;1.2E+11;2;DEFERIDO;22;1.2E+11;277;DEPUTADO;57;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;2835585.48;769515.5
MS;7;DEPUTADO ESTADUAL;RUITER CUNHA DE OLIVEIRA;1.2E+11;2;DEFERIDO;13;1.2E+11;213;FISCAL;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;777127.93;1199274.23
MS;7;DEPUTADO ESTADUAL;IVELTO CARRILHO ALVES;1.2E+11;2;DEFERIDO;11;1.2E+11;999;OUTROS;64;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;4;N«O ELEITO;315500;5583.8
MS;6;DEPUTADO FEDERAL;YVES DROSGHIC;1.2E+11;2;DEFERIDO;12;1.2E+11;131;ADVOGADO;31;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;60321.3;382438.21
MS;7;DEPUTADO ESTADUAL;LAURO SêRGIO DAVI;1.2E+11;2;DEFERIDO;90;1.2E+11;277;DEPUTADO;39;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;376521.41;488468.52
MS;7;DEPUTADO ESTADUAL;JOSê ODAIR GALLO;1.2E+11;2;DEFERIDO;12;1.2E+11;278;VEREADOR;44;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;199196.35;260181.31
MS;7;DEPUTADO ESTADUAL;PASSINI BRITES CATHARINELLI;1.2E+11;2;DEFERIDO;19;1.2E+11;999;OUTROS;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;33000;19450
MS;7;DEPUTADO ESTADUAL;MARCELO FERNANDES DE OLIVEIRA;1.2E+11;2;DEFERIDO;36;1.2E+11;266;PROFESSOR DE ENSINO MêDIO;41;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;171700;22210
MS;6;DEPUTADO FEDERAL;SANDRO MARCELO FAUSTINO DE ALMEIDA;1.2E+11;2;DEFERIDO;14;1.2E+11;292;AGENTE ADMINISTRATIVO;39;2;MASCULINO;7;SUPERIOR INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;20990;16383.16
MS;6;DEPUTADO FEDERAL;JOHNNY GUERRA GAI;1.2E+11;2;DEFERIDO;15;1.2E+11;278;VEREADOR;35;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;7000000;5;SUPLENTE;162884.61;74450
MS;6;DEPUTADO FEDERAL;LUIZ ALBERTO OVANDO;1.2E+11;2;DEFERIDO;20;1.2E+11;111;MêDICO;65;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;5;SUPLENTE;459352.26;31303.42
MS;6;DEPUTADO FEDERAL;JOSê ORC÷RIO MIRANDA DOS SANTOS;1.2E+11;2;DEFERIDO;13;1.2E+11;278;VEREADOR;64;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;2328491.91;1398470.44
MS;7;DEPUTADO ESTADUAL;JOSê ALEXANDRE SANTANA BELCHIOR;1.2E+11;2;DEFERIDO;19;1.2E+11;257;EMPRESµRIO;49;2;MASCULINO;7;SUPERIOR INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;10000;8450
MS;7;DEPUTADO ESTADUAL;PEDRO GRANZER FILHO;1.2E+11;2;DEFERIDO;16;1.2E+11;265;PROFESSOR DE ENSINO FUNDAMENTAL;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);5;IND÷GENA;1;BRASILEIRA NATA;16000;4;N«O ELEITO;40840;655.65
MS;7;DEPUTADO ESTADUAL;CALIXTO BARROSO RODRIGUES;1.2E+11;2;DEFERIDO;20;1.2E+11;999;OUTROS;45;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;6180;13450
MS;7;DEPUTADO ESTADUAL;JOSê TIBIRIÄA MARTINS FERREIRA;1.2E+11;2;DEFERIDO;55;1.2E+11;131;ADVOGADO;62;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;1500000;5;SUPLENTE;163637.79;81440.15
MS;7;DEPUTADO ESTADUAL;WILSON BRUM TRINDADE JUNIOR;1.2E+11;2;DEFERIDO;54;1.2E+11;142;PROFESSOR DE ENSINO SUPERIOR;35;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;77650;19900
MS;7;DEPUTADO ESTADUAL;CELIO MOREIRA FERNANDES;1.2E+11;2;DEFERIDO;33;1.2E+11;124;CONTADOR;50;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;193101.15;17009
MS;7;DEPUTADO ESTADUAL;NELSON MAURO SODARIO DE OLIVEIRA;1.2E+11;2;DEFERIDO;20;1.2E+11;166;LOCUTOR E COMENTARISTA DE RµDIO E TELEVIS«O E RADIALISTA;48;2;MASCULINO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;63000;32500
MS;7;DEPUTADO ESTADUAL;ELZA APARECIDA JORGE;1.2E+11;2;DEFERIDO;13;1.2E+11;266;PROFESSOR DE ENSINO MêDIO;61;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;169067.47;55950
MS;7;DEPUTADO ESTADUAL;ELSA REGINA KLEIN AMSTALDEN;1.2E+11;2;DEFERIDO;11;1.2E+11;125;ADMINISTRADOR;43;4;FEMININO;8;SUPERIOR COMPLETO;5;VIÈVO(A);1;BRANCA;1;BRASILEIRA NATA;1000000;4;N«O ELEITO;211289.83;1000
MS;7;DEPUTADO ESTADUAL;ANDRE LUIS SOARES DA FONSECA;1.2E+11;2;DEFERIDO;43;1.2E+11;142;PROFESSOR DE ENSINO SUPERIOR;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;860781.8;42618
MS;6;DEPUTADO FEDERAL;GERALDO RESENDE PEREIRA;1.2E+11;2;DEFERIDO;15;1.2E+11;277;DEPUTADO;59;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;7000000;2;ELEITO POR QP;2485241.92;1593850
MS;7;DEPUTADO ESTADUAL;JOSê ROBERTO TEIXEIRA;1.2E+11;2;DEFERIDO;25;1.2E+11;234;PRODUTOR AGROPECUµRIO;74;2;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;14444050.49;902623.89
MS;7;DEPUTADO ESTADUAL;SIMONE SANTOS DE OLIVEIRA;1.2E+11;2;DEFERIDO;19;1.2E+11;258;BOMBEIRO MILITAR;31;4;FEMININO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;80000;2300
MS;6;DEPUTADO FEDERAL;MARCELO PEREIRA MOUR«O;1.2E+11;2;DEFERIDO;55;1.2E+11;166;LOCUTOR E COMENTARISTA DE RµDIO E TELEVIS«O E RADIALISTA;32;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;96350;335927.55
MS;6;DEPUTADO FEDERAL;MARCIO CAMPOS MONTEIRO;1.2E+11;2;DEFERIDO;45;1.2E+11;602;PECUARISTA;57;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;3;ELEITO POR MêDIA;3017753.78;803038.5
MS;7;DEPUTADO ESTADUAL;PAULO PEREIRA DELMONDES;1.2E+11;2;DEFERIDO;31;1.2E+11;999;OUTROS;62;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);3;PARDA;1;BRASILEIRA NATA;1000000;5;SUPLENTE;40500;13450
MS;7;DEPUTADO ESTADUAL;KATIA REGINA DA SILVA Sµ;1.2E+11;2;DEFERIDO;44;1.2E+11;257;EMPRESµRIO;35;4;FEMININO;8;SUPERIOR COMPLETO;5;VIÈVO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;60000;28112.82
MS;7;DEPUTADO ESTADUAL;JOSê CARLOS BARBOSA;1.2E+11;2;DEFERIDO;40;1.2E+11;131;ADVOGADO;49;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;5000000;3;ELEITO POR MêDIA;3187312.71;1001585.18
MS;6;DEPUTADO FEDERAL;ZANON LAMUNIER DA SILVA;1.2E+11;2;DEFERIDO;31;1.2E+11;254;VIGILANTE;37;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);2;PRETA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;53500;21315
MS;6;DEPUTADO FEDERAL;MARCELINO NUNES DE OLIVEIRA;1.2E+11;2;DEFERIDO;90;1.2E+11;999;OUTROS;47;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;309236.37;164230
MS;6;DEPUTADO FEDERAL;MARCOS RIBEIRO DOS ANJOS;1.2E+11;2;DEFERIDO;54;1.2E+11;257;EMPRESµRIO;40;2;MASCULINO;7;SUPERIOR INCOMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;4;N«O ELEITO;243000;15000
MS;7;DEPUTADO ESTADUAL;PAULO HENRIQUE CANÄADO SOARES;1.2E+11;2;DEFERIDO;12;1.2E+11;278;VEREADOR;47;2;MASCULINO;6;ENSINO MêDIO COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;113117.23;341104.52
MS;7;DEPUTADO ESTADUAL;JUVENILO CANDIDO DA SILVA;1.2E+11;2;DEFERIDO;12;1.2E+11;278;VEREADOR;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;48411.64;254739.63
MS;7;DEPUTADO ESTADUAL;VALDENIR MACHADO;1.2E+11;2;DEFERIDO;45;1.2E+11;293;SERVENTUµRIO DE JUSTIÄA;66;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;548464;165701.31
MS;7;DEPUTADO ESTADUAL;CARLOS ALBERTO DAVID DOS SANTOS;1.2E+11;2;DEFERIDO;70;1.2E+11;233;POLICIAL MILITAR;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;655000;574548.26
MS;7;DEPUTADO ESTADUAL;ANDRê LUIZ SANCHES SALINEIRO;1.2E+11;2;DEFERIDO;45;1.2E+11;296;SERVIDOR PÈBLICO FEDERAL;38;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;549721.69;140910
MS;7;DEPUTADO ESTADUAL;EDSON KIYOSHI SHIMABUKURO;1.2E+11;2;DEFERIDO;14;1.2E+11;278;VEREADOR;62;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;2000000;4;N«O ELEITO;1589055.8;92212.82
MS;6;DEPUTADO FEDERAL;TEREZA CRISTINA CORREA DA COSTA DIAS;1.2E+11;2;DEFERIDO;40;1.2E+11;257;EMPRESµRIO;60;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;10000000;2;ELEITO POR QP;10360.98;4298808.33
MS;7;DEPUTADO ESTADUAL;MARIA TERESA BARROS LIMA;1.2E+11;2;DEFERIDO;13;1.2E+11;512;CABELEIREIRO E BARBEIRO;52;4;FEMININO;6;ENSINO MêDIO COMPLETO;3;CASADO(A);2;PRETA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;250000;41535.47
MS;7;DEPUTADO ESTADUAL;WALDEMIR POPPI;1.2E+11;2;DEFERIDO;15;1.2E+11;297;SERVIDOR PÈBLICO ESTADUAL;63;2;MASCULINO;8;SUPERIOR COMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;202250;23600
MS;7;DEPUTADO ESTADUAL;MARCOS MARCELLO TRAD;1.2E+11;2;DEFERIDO;15;1.2E+11;277;DEPUTADO;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;4000000;2;ELEITO POR QP;1202027.83;1077787.91
MS;7;DEPUTADO ESTADUAL;PAULO SIUFI NETO;1.2E+11;2;DEFERIDO;15;1.2E+11;111;MêDICO;50;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;2883061.05;420550
MS;7;DEPUTADO ESTADUAL;ALDO ROBERTO BRAND«O;1.2E+11;2;DEFERIDO;28;1.2E+11;131;ADVOGADO;56;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;3000000;5;SUPLENTE;808123.5;42324.7
MS;7;DEPUTADO ESTADUAL;MARCUS DOUGLAS MIRANDA;1.2E+11;2;DEFERIDO;33;1.2E+11;131;ADVOGADO;32;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;5;SUPLENTE;884356.68;126754.45
MS;7;DEPUTADO ESTADUAL;FLAVIO ESGAIB KAYATT;1.2E+11;2;DEFERIDO;45;1.2E+11;125;ADMINISTRADOR;53;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;1;BRASILEIRA NATA;2000000;2;ELEITO POR QP;1848900.16;374513.5
MS;6;DEPUTADO FEDERAL;CARLA CHARBEL STEPHANINI;1.2E+11;2;DEFERIDO;15;1.2E+11;278;VEREADOR;49;4;FEMININO;8;SUPERIOR COMPLETO;7;SEPARADO(A) JUDICIALMENTE;1;BRANCA;1;BRASILEIRA NATA;7000000;5;SUPLENTE;312965.94;286748
MS;6;DEPUTADO FEDERAL;GEAN CARLOS VOLPATO;1.2E+11;2;DEFERIDO;15;1.2E+11;278;VEREADOR;36;2;MASCULINO;7;SUPERIOR INCOMPLETO;9;DIVORCIADO(A);1;BRANCA;1;BRASILEIRA NATA;7000000;5;SUPLENTE;140000;162705.87
MS;6;DEPUTADO FEDERAL;ANTONIO CARLOS BIFFI;1.2E+11;2;DEFERIDO;13;1.2E+11;277;DEPUTADO;62;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;1;BRASILEIRA NATA;4000000;5;SUPLENTE;1381160.68;1583501.76
MS;7;DEPUTADO ESTADUAL;PEDRO ALEXANDRE DE OLIVEIRA;1.2E+11;2;DEFERIDO;19;1.2E+11;257;EMPRESµRIO;72;2;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;3;CASADO(A);3;PARDA;1;BRASILEIRA NATA;1500000;4;N«O ELEITO;1351692.4;107950
