Trans_ID,Product1,Product2,Product3
1783,Nachos,Salsa,Dairy
1784,Fruits,Vegetable,Salad
1785,Bread,Butter,Egg
1786,Juice,Jam,Egg
1787,Bread,Butter,Egg
1788,Juice,Jam,Egg
1789,Fruits,Vegetable,Salad
1790,Fruits,Vegetable,Salad
1791,Nachos,Salsa,Dairy
1792,Fruits,Vegetable,Salad
1793,Juice,Jam,Egg
1794,Bread,Butter,Egg
1795,Bread,Butter,Dairy
1796,Fruits,Vegetable,Salad
1797,Fruits,Vegetable,Salad
1798,Nachos,Salsa,Egg
1799,Bread,Butter,Egg
1800,Nachos,Butter,Dairy
1801,Nachos,Butter,Dairy
1802,Fruits,Vegetable,Salad
1803,Fruits,Vegetable,Salad
1804,Bread,Butter,Egg
1805,Bread,Butter,Egg
1806,Fruits,Vegetable,Salad
1807,Bread,Butter,Egg
1808,Bread,Butter,Egg
1809,Nachos,Salsa,Egg
1810,Juice,Jam,Egg
1811,Bread,Jam,Egg
1812,Fruits,Vegetable,Salad
1813,Bread,Butter,Dairy
1814,Nachos,Salsa,Dairy
1815,Fruits,Vegetable,Salad
1816,Bread,Butter,Egg
1817,Fruits,Vegetable,Salad
1818,Juice,Jam,Egg
1819,Bread,Butter,Egg
1820,Juice,Jam,Egg
1821,Bread,Jam,Egg
1822,Bread,Butter,Egg
1823,Bread,Butter,Egg
1824,Bread,Jam,Dairy
1825,Bread,Butter,Egg
1826,Fruits,Vegetable,Salad
1827,Bread,Butter,Egg
1828,Bread,Butter,Egg
1829,Fruits,Vegetable,Salad
1830,Fruits,Vegetable,Salad
1831,Fruits,Vegetable,Salad
1832,Bread,Butter,Egg
1833,Bread,Butter,Egg
1834,Juice,Vegetable,Egg
1835,Juice,Jam,Egg
1836,Bread,Jam,Egg
1837,Juice,Jam,Egg
1838,Fruits,Vegetable,Salad
1839,Bread,Butter,Egg
1840,Juice,Jam,Egg
1841,Bread,Jam,Dairy
1842,Fruits,Vegetable,Salad
1843,Bread,Salsa,Dairy
1844,Bread,Jam,Dairy
1845,Nachos,Salsa,Dairy
1846,Juice,Jam,Egg
1847,Fruits,Vegetable,Salad
1848,Juice,Vegetable,Egg
1849,Fruits,Vegetable,Salad
1850,Bread,Butter,Egg
1851,Bread,Butter,Egg
1852,Bread,Butter,Egg
1853,Bread,Jam,Dairy
1854,Juice,Jam,Egg
1855,Bread,Butter,Egg
1856,Juice,Jam,Egg
1857,Juice,Jam,Egg
1858,Nachos,Butter,Dairy
1859,Bread,Jam,Egg
1860,Bread,Butter,Egg
1861,Nachos,Salsa,Egg
1862,Juice,Jam,Egg
1863,Juice,Jam,Egg
1864,Bread,Jam,Egg
1865,Nachos,Salsa,Dairy
1866,Bread,Butter,Egg
1867,Bread,Butter,Egg
1868,Bread,Butter,Dairy
1869,Bread,Butter,Egg
1870,Bread,Jam,Dairy
1871,Juice,Jam,Egg
1872,Bread,Butter,Egg
1873,Nachos,Salsa,Egg
1874,Bread,Jam,Dairy
1875,Nachos,Salsa,Egg
1876,Juice,Jam,Egg
1877,Bread,Butter,Egg
1878,Fruits,Vegetable,Salad
1879,Fruits,Vegetable,Salad
1880,Nachos,Salsa,Dairy
1881,Nachos,Salsa,Egg
1882,Fruits,Vegetable,Salad
1883,Nachos,Salsa,Dairy
1884,Juice,Jam,Egg
1885,Fruits,Jam,Salad
1886,Juice,Vegetable,Salad
1887,Juice,Jam,Egg
1888,Fruits,Vegetable,Salad
1889,Bread,Butter,Egg
1890,Nachos,Salsa,Egg
1891,Bread,Butter,Egg
1892,Nachos,Butter,Dairy
1893,Bread,Butter,Egg
1894,Fruits,Vegetable,Salad
1895,Juice,Vegetable,Salad
1896,Fruits,Vegetable,Salad
1897,Juice,Jam,Egg
1898,Bread,Butter,Egg
1899,Bread,Butter,Egg
1900,Fruits,Vegetable,Salad
1901,Fruits,Vegetable,Salad
1902,Juice,Jam,Egg
1903,Bread,Butter,Egg
1904,Bread,Butter,Dairy
1905,Fruits,Vegetable,Salad
1906,Fruits,Jam,Salad
1907,Juice,Jam,Egg
1908,Bread,Jam,Dairy
1909,Bread,Butter,Egg
1910,Fruits,Vegetable,Salad
1911,Nachos,Salsa,Egg
1912,Nachos,Salsa,Egg
1913,Juice,Jam,Egg
1914,Juice,Jam,Egg
1915,Bread,Butter,Egg
1916,Nachos,Salsa,Egg
1917,Juice,Jam,Egg
1918,Nachos,Salsa,Dairy
1919,Fruits,Vegetable,Salad
1920,Bread,Jam,Dairy
1921,Bread,Butter,Egg
1922,Bread,Jam,Dairy
1923,Juice,Jam,Egg
1924,Fruits,Vegetable,Salad
1925,Bread,Butter,Dairy
1926,Nachos,Salsa,Egg
1927,Juice,Jam,Egg
1928,Fruits,Vegetable,Salad
1929,Nachos,Salsa,Dairy
1930,Nachos,Salsa,Egg
1931,Bread,Butter,Egg
1932,Fruits,Jam,Salad
1933,Bread,Butter,Egg
1934,Juice,Jam,Egg
1935,Juice,Vegetable,Salad
1936,Nachos,Salsa,Egg
1937,Fruits,Jam,Salad
1938,Nachos,Salsa,Egg
1939,Bread,Jam,Dairy
1940,Bread,Jam,Egg
1941,Fruits,Vegetable,Salad
1942,Bread,Butter,Egg
1943,Nachos,Butter,Dairy
1944,Nachos,Butter,Dairy
1945,Juice,Jam,Egg
1946,Nachos,Salsa,Dairy
1947,Bread,Jam,Egg
1948,Bread,Jam,Egg
1949,Juice,Jam,Egg
1950,Juice,Jam,Egg
1951,Juice,Jam,Egg
1952,Fruits,Vegetable,Salad
1953,Nachos,Salsa,Dairy
1954,Nachos,Salsa,Dairy
1955,Bread,Jam,Egg
1956,Fruits,Vegetable,Salad
1957,Juice,Jam,Egg
1958,Fruits,Vegetable,Salad
1959,Bread,Butter,Egg
1960,Bread,Butter,Egg
1961,Bread,Butter,Egg
1962,Nachos,Salsa,Dairy
1963,Nachos,Salsa,Dairy
1964,Nachos,Salsa,Dairy
1965,Juice,Jam,Egg
1966,Fruits,Vegetable,Salad
1967,Nachos,Salsa,Dairy
1968,Nachos,Butter,Dairy
1969,Juice,Jam,Egg
1970,Bread,Butter,Egg
1971,Bread,Butter,Dairy
1972,Juice,Jam,Egg
1973,Nachos,Salsa,Dairy
1974,Fruits,Vegetable,Salad
1975,Bread,Butter,Egg
1976,Juice,Jam,Egg
1977,Fruits,Vegetable,Salad
1978,Bread,Butter,Egg
1979,Juice,Jam,Egg
1980,Nachos,Salsa,Dairy
1981,Nachos,Salsa,Egg
1982,Juice,Jam,Egg
1983,Juice,Jam,Egg
1984,Juice,Jam,Egg
1985,Juice,Vegetable,Egg
1986,Juice,Jam,Egg
1987,Juice,Vegetable,Salad
1988,Bread,Butter,Egg
1989,Nachos,Salsa,Egg
1990,Fruits,Vegetable,Salad
1991,Fruits,Vegetable,Salad
1992,Nachos,Salsa,Egg
1993,Juice,Vegetable,Salad
1994,Bread,Butter,Egg
1995,Bread,Butter,Egg
1996,Nachos,Salsa,Egg
1997,Juice,Jam,Egg
1998,Juice,Jam,Egg
1999,Juice,Jam,Egg
2000,Bread,Jam,Dairy
